Linux 6.14.0-36-generic (legion) 	04/11/2026 	_x86_64_	(12 CPU)

10:13:48 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:15:05 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     6  ruby
10:15:06 AM  1000     38360   11.00    3.00    0.00    0.00   14.00     8  ruby
10:15:07 AM  1000     38360   11.00    5.00    0.00    0.00   16.00     8  ruby
10:15:08 AM  1000     38360    9.00    5.00    0.00    0.00   14.00     9  ruby
10:15:09 AM  1000     38360   12.00    3.00    0.00    0.00   15.00    10  ruby
10:15:10 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     4  ruby
10:15:11 AM  1000     38360    8.00    6.00    0.00    0.00   14.00    10  ruby
10:15:12 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     6  ruby
10:15:13 AM  1000     38360    9.00    5.00    0.00    0.00   14.00     8  ruby
10:15:14 AM  1000     38360   12.00    3.00    0.00    0.00   15.00    10  ruby
10:15:15 AM  1000     38360    9.00    5.00    0.00    0.00   14.00     9  ruby
10:15:16 AM  1000     38360    9.00    5.00    0.00    0.00   14.00     9  ruby
10:15:17 AM  1000     38360   10.00    4.00    0.00    0.00   14.00    10  ruby
10:15:18 AM  1000     38360   10.00    5.00    0.00    0.00   15.00    11  ruby
10:15:19 AM  1000     38360   11.00    2.00    0.00    0.00   13.00     6  ruby
10:15:20 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     8  ruby
10:15:21 AM  1000     38360   12.00    3.00    0.00    0.00   15.00     0  ruby
10:15:22 AM  1000     38360   10.00    5.00    0.00    0.00   15.00     8  ruby
10:15:23 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     8  ruby
10:15:24 AM  1000     38360   12.00    3.00    0.00    0.00   15.00     8  ruby
10:15:25 AM  1000     38360   11.00    3.00    0.00    0.00   14.00     9  ruby
10:15:26 AM  1000     38360   10.00    6.00    0.00    0.00   16.00     6  ruby
10:15:27 AM  1000     38360    9.00    4.00    0.00    0.00   13.00     7  ruby
10:15:28 AM  1000     38360   12.00    3.00    0.00    0.00   15.00     8  ruby
10:15:29 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     8  ruby
10:15:30 AM  1000     38360   10.00    5.00    0.00    0.00   15.00     9  ruby
10:15:31 AM  1000     38360   11.00    3.00    0.00    0.00   14.00     6  ruby
10:15:32 AM  1000     38360   12.00    4.00    0.00    0.00   16.00     3  ruby
10:15:33 AM  1000     38360   12.00    4.00    0.00    0.00   16.00     8  ruby
10:15:34 AM  1000     38360   10.00    4.00    0.00    1.00   14.00     9  ruby
10:15:35 AM  1000     38360    9.00    5.00    0.00    0.00   14.00    10  ruby
10:15:36 AM  1000     38360   12.00    4.00    0.00    0.00   16.00     0  ruby
10:15:37 AM  1000     38360   12.00    3.00    0.00    0.00   15.00     6  ruby
10:15:38 AM  1000     38360   10.00    3.00    0.00    0.00   13.00     9  ruby
10:15:39 AM  1000     38360   12.00    2.00    0.00    0.00   14.00     0  ruby
10:15:40 AM  1000     38360   10.00    3.00    0.00    0.00   13.00     8  ruby
10:15:41 AM  1000     38360   11.00    3.00    0.00    0.00   14.00     8  ruby
10:15:42 AM  1000     38360   10.00    5.00    0.00    0.00   15.00     8  ruby
10:15:43 AM  1000     38360   10.00    3.00    0.00    0.00   13.00     2  ruby
10:15:44 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     3  ruby
10:15:45 AM  1000     38360    9.00    6.00    0.00    0.00   15.00    10  ruby
10:15:46 AM  1000     38360   11.00    3.00    0.00    0.00   14.00    10  ruby
10:15:47 AM  1000     38360   11.00    3.00    0.00    0.00   14.00    11  ruby
10:15:48 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     2  ruby
10:15:49 AM  1000     38360    9.00    5.00    0.00    0.00   14.00     9  ruby
10:15:50 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     8  ruby
10:15:51 AM  1000     38360   10.00    3.00    0.00    0.00   13.00     4  ruby
10:15:52 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     9  ruby
10:15:53 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     6  ruby
10:15:54 AM  1000     38360   10.00    3.00    0.00    0.00   13.00     8  ruby
10:15:55 AM  1000     38360   13.00    4.00    0.00    1.00   17.00    10  ruby
10:15:56 AM  1000     38360   13.00    4.00    0.00    0.00   17.00     2  ruby
10:15:57 AM  1000     38360   12.00    3.00    0.00    0.00   15.00     0  ruby
10:15:58 AM  1000     38360   10.00    3.00    0.00    0.00   13.00     1  ruby
10:15:59 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     8  ruby
10:16:00 AM  1000     38360    9.00    4.00    0.00    0.00   13.00     0  ruby
10:16:01 AM  1000     38360    9.00    5.00    0.00    0.00   14.00     8  ruby
10:16:02 AM  1000     38360    9.00    5.00    0.00    0.00   14.00    10  ruby
10:16:03 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     9  ruby
10:16:04 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     2  ruby
10:16:05 AM  1000     38360   11.00    3.00    0.00    0.00   14.00     6  ruby
10:16:06 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     9  ruby
10:16:07 AM  1000     38360   13.00    3.00    0.00    1.00   16.00     1  ruby
10:16:08 AM  1000     38360   11.00    5.00    0.00    1.00   16.00     4  ruby
10:16:09 AM  1000     38360   12.00    4.00    0.00    0.00   16.00     8  ruby
10:16:10 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     7  ruby
10:16:11 AM  1000     38360   10.00    5.00    0.00    1.00   15.00    11  ruby
10:16:12 AM  1000     38360   10.00    5.00    0.00    0.00   15.00     6  ruby
10:16:13 AM  1000     38360   14.00    2.00    0.00    1.00   16.00     7  ruby
10:16:14 AM  1000     38360   14.00    1.00    0.00    1.00   15.00     5  ruby
10:16:15 AM  1000     38360   13.00    3.00    0.00    1.00   16.00     2  ruby
10:16:16 AM  1000     38360    9.00    5.00    0.00    1.00   14.00    11  ruby
10:16:17 AM  1000     38360    9.00    7.00    0.00    0.00   16.00     9  ruby
10:16:18 AM  1000     38360    8.00    4.00    0.00    0.00   12.00     8  ruby
10:16:19 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     9  ruby
10:16:20 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     0  ruby
10:16:21 AM  1000     38360   10.00    4.00    0.00    1.00   14.00    10  ruby
10:16:22 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     3  ruby
10:16:23 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     0  ruby
10:16:24 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     6  ruby
10:16:25 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     2  ruby
10:16:26 AM  1000     38360   12.00    3.00    0.00    0.00   15.00     3  ruby
10:16:27 AM  1000     38360   17.00    3.00    0.00    1.00   20.00     6  ruby
10:16:28 AM  1000     38360   12.00    4.00    0.00    0.00   16.00     1  ruby
10:16:29 AM  1000     38360   11.00    4.00    0.00    0.00   15.00    11  ruby
10:16:30 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     9  ruby
10:16:31 AM  1000     38360   10.89    2.97    0.00    0.00   13.86    11  ruby
10:16:32 AM  1000     38360   13.00    3.00    0.00    0.00   16.00     4  ruby
10:16:33 AM  1000     38360   14.00    3.00    0.00    0.00   17.00    11  ruby
10:16:34 AM  1000     38360   16.00    3.00    0.00    1.00   19.00     6  ruby
10:16:35 AM  1000     38360   16.00    2.00    0.00    0.00   18.00     8  ruby
10:16:36 AM  1000     38360   16.00    4.00    0.00    0.00   20.00     1  ruby
10:16:37 AM  1000     38360   14.00    3.00    0.00    1.00   17.00     9  ruby
10:16:38 AM  1000     38360   10.00    4.00    0.00    0.00   14.00    11  ruby
10:16:39 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     6  ruby
10:16:40 AM  1000     38360    9.00    4.00    0.00    0.00   13.00     9  ruby
10:16:41 AM  1000     38360   11.00    3.00    0.00    0.00   14.00     8  ruby
10:16:42 AM  1000     38360   11.00    2.00    0.00    0.00   13.00     2  ruby
10:16:43 AM  1000     38360   12.00    3.00    0.00    0.00   15.00     4  ruby
10:16:44 AM  1000     38360   11.00    3.00    0.00    0.00   14.00    11  ruby
10:16:45 AM  1000     38360   10.00    3.00    0.00    0.00   13.00     0  ruby
10:16:46 AM  1000     38360   12.00    2.00    0.00    0.00   14.00    10  ruby
10:16:47 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     7  ruby
10:16:48 AM  1000     38360   12.00    3.00    0.00    0.00   15.00     1  ruby
10:16:49 AM  1000     38360   12.00    3.00    0.00    0.00   15.00     4  ruby
10:16:50 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     2  ruby
10:16:51 AM  1000     38360   10.00    4.00    0.00    0.00   14.00    10  ruby
10:16:52 AM  1000     38360   10.00    4.00    0.00    1.00   14.00     2  ruby
10:16:53 AM  1000     38360   10.00    3.00    0.00    0.00   13.00     8  ruby
10:16:54 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     8  ruby
10:16:55 AM  1000     38360    9.00    3.00    0.00    0.00   12.00    10  ruby
10:16:56 AM  1000     38360   10.00    5.00    0.00    0.00   15.00     8  ruby
10:16:57 AM  1000     38360   10.00    3.00    0.00    0.00   13.00    10  ruby
10:16:58 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     8  ruby
10:16:59 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     7  ruby
10:17:00 AM  1000     38360    9.00    4.00    0.00    0.00   13.00     8  ruby
10:17:01 AM  1000     38360    9.00    4.00    0.00    0.00   13.00     8  ruby
10:17:02 AM  1000     38360   12.00    3.00    0.00    0.00   15.00     0  ruby
10:17:03 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     6  ruby
10:17:04 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     6  ruby
10:17:05 AM  1000     38360   12.00    3.00    0.00    0.00   15.00     0  ruby
10:17:06 AM  1000     38360   10.00    5.00    0.00    0.00   15.00    11  ruby
10:17:07 AM  1000     38360   10.00    4.00    0.00    0.00   14.00    11  ruby
10:17:08 AM  1000     38360   10.00    3.00    0.00    0.00   13.00     9  ruby
10:17:09 AM  1000     38360   10.00    3.00    0.00    0.00   13.00     6  ruby
10:17:10 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     0  ruby
10:17:11 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     6  ruby
10:17:12 AM  1000     38360   10.00    5.00    0.00    0.00   15.00     0  ruby
10:17:13 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     9  ruby
10:17:14 AM  1000     38360   13.00    3.00    0.00    0.00   16.00     7  ruby
